Company,Sector,PE,3Y High,3Y Low,% Assets
State Bank of India,Financial,30.54,3.33,1.22,2.26
Larsen & Toubro,Construction,21.91,4.68,0.87,1.96
Bharti Airtel,Communication,0,4.61,0.86,1.79
Titan Company,Cons Durable,83.8,1.64,0,1.64
Coal India,Energy,7.02,3.99,0,1.59
Maruti Suzuki India,Automobile,32.29,1.56,0,1.56
SBI Life Insurance Company,Financial,80.59,1.43,0,1.43
Hindalco Inds.,Metals,51.04,3.21,0,1.34
HDFC,Financial,34.78,2.12,0,1.32
Vedanta,Metals,7.89,1.22,0,1.22
Tata Power,Energy,24.62,1.2,0,1.2
Tech Mahindra,Technology,16.09,3.8,0.64,1.18
Gujarat Pipavav Port,Services,17.87,1.21,0,1.15
Tata Motors,Automobile,0,2.88,0.42,0.98
290. ICICI Prudential Exports and Services Fund,,,,,
ICICI Bank,Financial,54.6,10.11,0,10.11
NTPC,Energy,10.18,10.57,0,9.41
Bharti Airtel,Communication,0,9.22,0,9.22
Infosys,Technology,17.88,9.33,0,7.47
Tata Power,Energy,24.62,6.7,0,6.7
Sun Pharmaceutical Inds.,Healthcare,31.92,8.78,0,5.65
VRL Logistics,Services,24.95,9.33,0,5.21
Cipla,Healthcare,23.59,7.48,0,4.52
SBI Life Insurance Company,Financial,80.59,6.8,0,4.12
State Bank of India,Financial,30.54,6.78,0,3.89
NLC India,Energy,6.96,3.7,0,3.7
Sun TV Network,Services,14.87,3.26,0,3.26
Tech Mahindra,Technology,16.09,9.23,0,3.11
Federal Bank,Financial,10.93,2.57,0,2.57
Gujarat Pipavav Port,Services,17.87,5.08,0,2.44
Oracle Fin Ser Software,Technology,19.26,2.54,0,2.43
SJVN,Energy,6.56,2.34,0,2.32
Vodafone Idea,Communication,0,5.33,0,2.05
General Insurance Corporation of India,Financial,27.73,1.75,0,1.75
NHPC,Energy,13.39,1.21,0,1.17
KEC International,Engineering,14.05,1.16,0,1.06
M&M Financial Services,Financial,16.78,0.72,0,0.72
Capacite Infraprojects,Construction,13.52,0.61,0,0.53
Ajanta Pharma,Healthcare,22.13,5.16,0,0.46
Bank of Baroda,Financial,57.88,3.7,0,0.26
291. ICICI Prudential FMCG Fund,,,,,
ITC,FMCG,24.06,36.3,25.9,28.62
Hindustan Unilever,FMCG,70.25,7.53,3.88,7.52
Marico,FMCG,43.43,8.08,0,7.44
Britannia Inds.,FMCG,68.74,6.18,2.73,6.18
Nestle India,FMCG,85.64,5.99,1.23,4.88
Colgate-Palmolive,FMCG,56.2,4.43,1.21,4.43
VST Industries,FMCG,24.9,4.52,0,4.16
Dabur India,FMCG,56.47,5.02,1.47,3.9
Relaxo Footwears,FMCG,73.25,4.87,0,3.85
Tata Global Beverages,FMCG,41.99,3.7,0,3.7
Asian Paints,Chemicals,65.48,4.24,0,3.3
Trent,Services,126.99,4.64,1.85,2.49
Titan Company,Cons Durable,83.8,2.67,0,2.43
United Spirits,FMCG,58.21,2.33,0,2.33
Blue Star,Cons Durable,47.1,2.33,0,2.16
Page Industries,Textiles,66.04,2.68,0,2.11
Bajaj Consumer Care,FMCG,15.46,4.45,1.9,1.9
Kellogg Company,FMCG,-,-,-,1.24
P&G Hygiene & Health Care,FMCG,92.33,3.51,0,0.13
292. ICICI Prudential Focused Equity Fund,,,,,
Bharti Airtel,Communication,0,9.14,0,8.39
Infosys,Technology,17.88,11.12,6.03,7.98
NTPC,Energy,10.18,9.32,0,7.34
Sun Pharmaceutical Inds.,Healthcare,31.92,13.91,7.14,7.14
ITC,FMCG,24.06,10.65,0,6.93
Indian Oil Corp.,Energy,9.68,7.93,0,6.21
Mahindra & Mahindra,Automobile,12.49,14.59,0,5.67
HCL Technologies,Technology,14.98,5.38,0,4.77
GAIL,Energy,9.59,8.81,0,4.51
Gujarat Pipavav Port,Services,17.87,4.14,0,4.12
Interglobe Aviation,Services,47.79,3.88,0,3.69
Wipro,Technology,14.63,8.67,3.47,3.47
State Bank of India,Financial,30.54,9.27,0,2.89
Vedanta,Metals,7.89,2.58,0,2.11
LIC Housing Fin.,Financial,7.08,2.5,0,2.07
Amara Raja Batteries,Engineering,22.08,2.36,0,1.91
Tata Motors,Automobile,0,6.39,0,1.79
Motherson Sumi Systems,Automobile,22.61,1.77,0,1.77
Axis Bank,Financial,45.35,1.57,0,1.56
BHEL,Engineering,22.21,2.64,0,1.47
Sun TV Network,Services,14.87,1.28,0,1.28
Grasim Industries,Construction,25.9,8.29,0,1.23
SBI Life Insurance Company,Financial,80.59,2.4,0,0.39
Vodafone Idea,Communication,0,0.87,0,0.35
293. ICICI Prudential Global Advantage Fund,,,,,
294. ICICI Prudential Global Stable Equity Fund,,,,,
Noreda Global Stable Equity Fund,-,-,-,-,98.05
295. ICICI Prudential Growth Fund - Series 1,,,,,
ICICI Bank,Financial,54.6,9.77,6.08,9.15
HDFC Bank,Financial,29.04,8.88,0,8.5
State Bank of India,Financial,30.54,9.02,0,7.21
HDFC,Financial,34.78,7.27,0,5.78
NTPC,Energy,10.18,6.82,0,5.78
Axis Bank,Financial,45.35,5.78,0,5.18
Larsen & Toubro,Construction,21.91,5.62,0,4.31
Indian Oil Corp.,Energy,9.68,6.09,0,4.27
Bharti Airtel,Communication,0,4.04,0,4.04
PNC Infratech,Services,13.62,6.72,0,3.64
Hindalco Inds.,Metals,51.04,4.12,0,3.35
TVS Motor Co.,Automobile,31,4.18,0,2.88
Motherson Sumi Systems,Automobile,22.61,5.19,1.39,2.68
ITC,FMCG,24.06,2.33,0,2.33
KNR Constructions,Construction,13.59,5.38,0,2.16
Ambuja Cements,Construction,15.77,2.38,0,2.07
Vedanta,Metals,7.89,2.78,0,2.04
LIC Housing Fin.,Financial,7.08,2.02,0,2.02
ONGC,Energy,6.74,3.3,0,1.83
SBI Life Insurance Company,Financial,80.59,1.71,0,1.65
Cadila Healthcare,Healthcare,15,1.15,0,1.14
HCL Technologies,Technology,14.98,4.95,0,1.05
296. ICICI Prudential Growth Fund - Series 2,,,,,
Shree Cement,Construction,53.3,11.95,2.74,10.59
ITC,FMCG,24.06,9.18,0,9.18
ICICI Bank,Financial,54.6,8.89,4.19,8.89
Nestle India,FMCG,85.64,15.6,0,6.55
HDFC,Financial,34.78,10.62,0,5.68
HCL Technologies,Technology,14.98,6.27,1.83,4.92
State Bank of India,Financial,30.54,6.22,1.84,4.77
Infosys,Technology,17.88,11.03,2.62,4.61
NTPC,Energy,10.18,4.88,0,4.51
Tech Mahindra,Technology,16.09,6.76,1.87,4.37
TVS Motor Co.,Automobile,31,6.67,1.31,3.92
Larsen & Toubro,Construction,21.91,4.03,0,3.9
Kotak Mahindra Bank,Financial,37.49,3.77,0,3.77
SBI Life Insurance Company,Financial,80.59,3.7,0,3.6
Tata Steel,Metals,4.78,4.94,0,2.79
Indian Oil Corp.,Energy,9.68,2.11,0,1.92
Vedanta,Metals,7.89,1.87,0,1.87
Union Bank of India,Financial,0,3.03,1.3,1.3
Axis Bank,Financial,45.35,1.01,0,1.01
Federal Bank,Financial,10.93,6.02,0.9,0.94
Bank of Baroda,Financial,57.88,0.92,0,0.8
Indiamart Intermesh,Services,287.45,0.3,0,0.3
SJVN,Energy,6.56,0.02,0,0.02
297. ICICI Prudential Growth Fund - Series 3,,,,,
HDFC Bank,Financial,29.04,10.56,0,10.48
Axis Bank,Financial,45.35,11.17,0,9.91
State Bank of India,Financial,30.54,11.73,0,9.21
NTPC,Energy,10.18,10.18,0,8.86
SBI Life Insurance Company,Financial,80.59,10.61,0,7.88
Tech Mahindra,Technology,16.09,7.13,0,7.13
Oracle Fin Ser Software,Technology,19.26,8.33,0,6.47
Bharti Airtel,Communication,0,9.3,0,5.34
Infosys,Technology,17.88,10.64,0,4.15
KEC International,Engineering,14.05,3.08,0,3.08
Bank of Baroda,Financial,57.88,3.17,0,2.9
VRL Logistics,Services,24.95,8.4,0,2.69
Vodafone Idea,Communication,0,8.35,0,2.54
JM Financial,Financial,11.27,2.29,0,2.29
Capacite Infraprojects,Construction,13.52,2.26,0,2.18
Suprajit Eng,Automobile,19.86,2.05,0,2.05
Coromandel International,Chemicals,15.82,1.99,0,1.99
Ambuja Cements,Construction,15.77,1.97,0,1.97
LIC Housing Fin.,Financial,7.08,4.4,0,1.94
Chambal Fertilisers & Chem.,Chemicals,10.64,1.85,0,1.85
HCL Technologies,Technology,14.98,9.2,0,1.04
298. ICICI Prudential India Opportunities Fund,,,,,
NTPC,Energy,10.18,9.37,7.72,7.84
Hindalco Inds.,Metals,51.04,7.77,5.12,7.2
Bharti Airtel,Communication,0,7.59,6.12,7.2
ONGC,Energy,6.74,6.74,4.54,6.56
Tata Chemicals,Chemicals,13.09,6.34,0,6.34
Indian Oil Corp.,Energy,9.68,6.16,1.2,6.16
Vedanta,Metals,7.89,7.34,3.94,4.72
Sun Pharmaceutical Inds.,Healthcare,31.92,8.1,4.55,4.55
MindTree,Technology,19.15,3.37,0,3.18
ICICI Bank,Financial,54.6,3.58,2.68,3.07
Coal India,Energy,7.02,3,0,3
Tata Steel,Metals,4.78,6.71,0,2.78
Bank of Baroda,Financial,57.88,4.27,2.02,2.46
State Bank of India,Financial,30.54,3.64,0,2.44
Federal Bank,Financial,10.93,6.15,2.2,2.26
BHEL,Engineering,22.21,2.86,0,2.25
Cyient,Technology,10.17,2.21,0,2.21
Sun TV Network,Services,14.87,2.12,0,2.03
Motherson Sumi Systems,Automobile,22.61,3.61,0,1.65
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.82,1.53,1.32,1.53
Vodafone Idea,Communication,0,4.65,0,1.48
Amara Raja Batteries,Engineering,22.08,1.85,0,1.35
ICICI Securities,Financial,21.1,1.24,0,1.24
Karur Vysya Bank,Financial,18.68,2,1.22,1.22
MRPL,Energy,0,1.77,0.86,1.22
299. ICICI Prudential Infrastructure Fund,,,,,
NTPC,Energy,10.18,10.36,3.02,8.95
State Bank of India,Financial,30.54,8.61,0,7.88
Bharti Airtel,Communication,0,9.79,3.8,7.77
ONGC,Energy,6.74,7.45,0,4.85
Vedanta,Metals,7.89,5.21,0,4.66
Hindalco Inds.,Metals,51.04,4.43,0,4.22
Indian Oil Corp.,Energy,9.68,5.4,0,3.99
Larsen & Toubro,Construction,21.91,7.82,3.1,3.9
Gujarat Pipavav Port,Services,17.87,4.15,2.2,3.78
KNR Constructions,Construction,13.59,3.94,2.51,2.98
Brigade Enterprises,Construction,18.82,3.36,0,2.89
PNC Infratech,Services,13.62,3.02,0,2.79
Kalpataru Power Trans,Construction,17.06,4.88,1.67,2.29
Great Eastern Shipping Co.,Services,26.93,2.38,0.59,2.26
Tata Power,Energy,24.62,4.97,1.94,1.98
VRL Logistics,Services,24.95,2.15,0,1.92
ICICI Bank,Financial,54.6,8.26,0,1.91
Axis Bank,Financial,45.35,3.08,0,1.91
Engineers India,Construction,16.86,1.99,0,1.86
JK Lakshmi Cement,Construction,32.19,2.59,0,1.74
Triveni Turbine,Engineering,28.08,1.95,1.15,1.64
National Aluminium,Metals,7.12,1.8,0,1.64
GAIL,Energy,9.59,4.86,0.5,1.21
Gateway Distriparks,Services,2.58,1.65,1.07,1.18
Chennai Petroleum Corp.,Energy,0,1.32,0,1.15
300. ICICI Prudential Large & Mid Cap Fund,,,,,
NTPC,Energy,10.18,8.7,0.85,7.93
ICICI Bank,Financial,54.6,7.46,2.7,5.87
Axis Bank,Financial,45.35,5.6,0,4.31
ITC,FMCG,24.06,4.84,0,4.16
Tata Chemicals,Chemicals,13.09,5.81,3.02,3.58
Hindalco Inds.,Metals,51.04,3.83,0,3.21
HDFC Bank,Financial,29.04,6.06,0,2.97
Federal Bank,Financial,10.93,4.2,1.4,2.77
Larsen & Toubro,Construction,21.91,3.73,0,2.57
Bharti Airtel,Communication,0,8.43,2.28,2.54
Indian Hotels,Services,64.59,2.79,0,2.44
HCL Technologies,Technology,14.98,3.16,0.69,2.37
Infosys,Technology,17.88,5.52,0,2.36
SBI Life Insurance Company,Financial,80.59,2.84,0,2.34
State Bank of India,Financial,30.54,4.38,0.15,2.13
ACC,Construction,15.59,2.37,0,2.12
Muthoot Finance,Financial,13.62,2.04,0,2.04
Apollo Tyres,Automobile,18.42,2.95,0.57,2.01
Jubilant FoodWorks,Services,63.69,1.92,0,1.92
Exide Industries,Engineering,17.73,2.14,0,1.83
Alkem Laboratories,Healthcare,29.07,1.81,0,1.79
LIC Housing Fin.,Financial,7.08,2.07,0,1.75
PI Industries,Chemicals,43.07,2.2,0,1.73
Tata Power,Energy,24.62,2.65,0,1.71
Vedanta,Metals,7.89,3.87,0,1.71
301. ICICI Prudential Long Term Equity Fund (Tax Saving),,,,,
NTPC,Energy,10.18,6.67,0,6.67
ICICI Bank,Financial,54.6,5.92,0,5.92
Bharti Airtel,Communication,0,5.9,0,5.9
ITC,FMCG,24.06,7.25,0,5.17
Hindalco Inds.,Metals,51.04,4.53,0,4.53
ONGC,Energy,6.74,4.53,0,4.28
Larsen & Toubro,Construction,21.91,3.74,0,3.57
SBI Life Insurance Company,Financial,80.59,3.6,0,3.52
Axis Bank,Financial,45.35,4.89,0,3.38
State Bank of India,Financial,30.54,7.98,0,3.04
HDFC Bank,Financial,29.04,6.11,0,2.79
Infosys,Technology,17.88,8.34,1.52,2.62
Maruti Suzuki India,Automobile,32.29,3.09,0,2.42
Vedanta,Metals,7.89,3.03,0,2.3
Blue Star,Cons Durable,47.1,2.14,0,2.14
Sun Pharmaceutical Inds.,Healthcare,31.92,4.63,0,2.02
GAIL,Energy,9.59,4.03,0,2.02
Indian Oil Corp.,Energy,9.68,3.04,0,1.99
LIC Housing Fin.,Financial,7.08,2.82,0,1.98
Ipca Laboratories,Healthcare,22.85,4.37,1.9,1.9
TVS Motor Co.,Automobile,31,2.73,0,1.75
L&T Infotech,Technology,19.51,2.29,0,1.56
HDFC,Financial,34.78,5.42,0,1.56
Astrazeneca Pharma India,Healthcare,91.05,2.34,0.99,1.54
Tata Steel,Metals,4.78,2.02,0,1.51
302. ICICI Prudential Long Term Wealth Enhancement Fund,,,,,
HDFC Bank,Financial,29.04,9.56,5.07,9.56
Kotak Mahindra Bank,Financial,37.49,5.91,4.1,5.91
PVR,Services,52.87,5.57,3.01,5.57
Titan Company,Cons Durable,83.8,5.21,3,5.04
Bajaj Finserv,Financial,34.38,4.69,3.04,4.69
Avenue Supermarts,Services,105.09,5.55,3.01,4.62
Indian Hotels,Services,64.59,4.5,2.1,4.5
Motherson Sumi Systems,Automobile,22.61,8.39,3.77,4.49
Trent,Services,126.99,4.15,0,3.94
ICICI Bank,Financial,54.6,4,0,3.91
TVS Motor Co.,Automobile,31,5.7,3.25,3.58
Interglobe Aviation,Services,47.79,3.44,0,3.44
Britannia Inds.,FMCG,68.74,4.02,3.11,3.39
Shree Cement,Construction,53.3,3.61,2.62,3.17
Axis Bank,Financial,45.35,3.61,0,3.09
State Bank of India,Financial,30.54,4.05,2.81,3.08
United Breweries,FMCG,69.65,3.36,0,3
Maruti Suzuki India,Automobile,32.29,4,2.42,2.79
KNR Constructions,Construction,13.59,3.87,2.34,2.77
ITC,FMCG,24.06,3.16,0,2.61
Eicher Motors,Automobile,26.89,3.75,0,1.95
Tata Consultancy Services,Technology,24.03,7.76,1.85,1.94
Godrej Agrovet,FMCG,29.98,3.05,1.87,1.92
Hindalco Inds.,Metals,51.04,2.12,1.61,1.61
SP Apparels,Textiles,7.67,2.08,0,1.12
303. ICICI Prudential Manufacture in India Fund,,,,,
Nestle India,FMCG,85.64,6.22,4.37,6.22
Hindalco Inds.,Metals,51.04,6.22,4.09,6.12
Maruti Suzuki India,Automobile,32.29,10.04,4.29,5.22
Hindustan Unilever,FMCG,70.25,7.27,4.06,4.99
Reliance Industries,Energy,21.03,8.48,3.87,4.65
Indian Oil Corp.,Energy,9.68,5.3,2.55,4.18
NTPC,Energy,10.18,4.31,0,3.82
Siemens,Engineering,57.56,3.09,0,3.09
Cummins India,Engineering,23.58,2.98,0.96,2.98
UPL,Chemicals,40.91,2.89,1.25,2.89
Sun Pharmaceutical Inds.,Healthcare,31.92,5.24,2.69,2.78
National Aluminium,Metals,7.12,2.71,1.8,2.71
Ultratech Cement,Construction,38.2,2.65,0,2.65
Tata Chemicals,Chemicals,13.09,2.7,1.71,2.63
Apollo Tyres,Automobile,18.42,2.62,0.52,2.53
Cipla,Healthcare,23.59,3.11,2.52,2.52
Mahindra & Mahindra,Automobile,12.49,2.23,0,2.23
Vedanta,Metals,7.89,2.63,2.02,2.23
BHEL,Engineering,22.21,2.65,1.16,2.09
Hindustan Aeronautics,Services,9.6,1.97,0,1.97
Amara Raja Batteries,Engineering,22.08,2.41,0,1.94
Voltas,Cons Durable,47.85,3.87,1.27,1.91
JK Cement,Construction,19.94,1.63,0,1.6
United Breweries,FMCG,69.65,1.65,0.58,1.55
HPCL,Energy,9.19,1.97,1.04,1.51
304. ICICI Prudential Midcap Fund,,,,,
Indian Hotels,Services,64.59,5.98,0,5.82
PI Industries,Chemicals,43.07,4.72,0,4.72
Tata Chemicals,Chemicals,13.09,5.25,1.17,4.4
Exide Industries,Engineering,17.73,5.14,2.53,3.92
Muthoot Finance,Financial,13.62,3.74,0,3.74
Voltas,Cons Durable,47.85,3.38,0,3.35
LIC Housing Fin.,Financial,7.08,3.92,0,3.23
Federal Bank,Financial,10.93,3.1,0,3.1
Fortis Healthcare (India),Healthcare,0,3.9,0,2.92
Jubilant FoodWorks,Services,63.69,2.74,0,2.74
AIA Engineering,Metals,30.22,3.21,0,2.6
M&M Financial Services,Financial,16.78,3.13,0,2.58
Gujarat State Petronet,Energy,14.02,2.56,0,2.19
Engineers India,Construction,16.86,6.25,1.94,2.15
Cummins India,Engineering,23.58,2.47,0,2.09
National Aluminium,Metals,7.12,2.49,0,1.82
Chalet Hotel,Services,0,2.02,0,1.8
Bank of Baroda,Financial,57.88,1.82,0,1.71
Tata Power,Energy,24.62,1.79,0,1.64
TVS Motor Co.,Automobile,31,1.62,0,1.62
Thomas Cook (India),Services,116.65,3.7,1.38,1.59
Gujarat Pipavav Port,Services,17.87,3.19,0,1.56
Apollo Tyres,Automobile,18.42,2.35,0,1.54
ACC,Construction,15.59,1.56,0,1.46
Elgi Equipments,Engineering,42.05,3.76,1.16,1.35
305. ICICI Prudential Midcap Select ETF,,,,,
Divi's Laboratories,Healthcare,34.53,6.22,1.65,5.94
Colgate-Palmolive,FMCG,56.2,5.62,2.95,5.62
Shriram Transport Finance,Financial,9.3,5.45,2.98,5.03
Federal Bank,Financial,10.93,5.88,0,4.98
Container Corp.,Services,31.26,4.64,2.53,4.64
Voltas,Cons Durable,47.85,4.37,0,4.35
Info Edge (India),Services,100.66,3.92,0,3.92
Page Industries,Textiles,66.04,5.13,1.81,3.66
MRF,Automobile,24.69,4,2.83,3.63
Apollo Hospitals,Healthcare,65.55,4.06,1.72,3.54
Indraprastha Gas,Energy,30.82,3.51,0,3.43
Indian Hotels,Services,64.59,3.24,0,3.24
Tata Global Beverages,FMCG,41.99,3.45,0,3.22
LIC Housing Fin.,Financial,7.08,5.04,3.19,3.19
RBL Bank,Financial,14.06,5.71,0,3.18
Tata Power,Energy,24.62,4.17,2.97,3.17
Cholamandalam Invest. & Fin.,Financial,18.46,3.16,0,3.16
Bharat Forge,Automobile,20.9,5.04,2.71,3.14
Crompton Greaves Consumer Electricals,Cons Durable,38.93,2.91,0,2.91
Tata Chemicals,Chemicals,13.09,3.37,2.13,2.9
Biocon,Healthcare,31.24,4.04,0,2.77
M&M Financial Services,Financial,16.78,3.89,1.89,2.73
The Ramco Cements,Construction,30.88,2.75,0,2.68
Rajesh Exports,Cons Durable,16.59,2.91,1.62,2.54
Exide Industries,Engineering,17.73,3.39,1.87,2.51
306. ICICI Prudential MNC Fund,,,,,
HCL Technologies,Technology,14.98,10.03,1.47,9.82
Maruti Suzuki India,Automobile,32.29,9.69,1.67,9.69
Nestle India,FMCG,85.64,7.1,0.41,7.1
Infosys,Technology,17.88,9.61,7,7
Colgate-Palmolive,FMCG,56.2,6.16,2.2,6.16
Bharti Airtel,Communication,0,6.06,2.11,5.86
Tech Mahindra,Technology,16.09,9.15,1.91,5.19
Tata Consultancy Services,Technology,24.03,5.21,0,4.83
United Breweries,FMCG,69.65,4.08,2.02,4.08
Vedanta,Metals,7.89,3.71,1.99,3.71
Hindalco Inds.,Metals,51.04,2.68,1.65,2.68
Sanofi India,Healthcare,36.43,2.45,0,2.45
Cummins India,Engineering,23.58,2.4,1.48,2.4
Wipro,Technology,14.63,2.38,0,2.38
Ambuja Cements,Construction,15.77,2.31,0,2.31
Oracle Fin Ser Software,Technology,19.26,2.45,0.05,2.27
Apollo Tyres,Automobile,18.42,2.26,1.04,2.26
Interglobe Aviation,Services,47.79,2.09,0,1.82
Cyient,Technology,10.17,1.63,1.44,1.63
Motherson Sumi Systems,Automobile,22.61,1.62,0.67,1.62
Syngene International,Healthcare,39.24,1.48,0,1.48
Grindwell Norton,Metals,40.54,1.12,0,1.12
Alkem Laboratories,Healthcare,29.07,1.08,0,1.08
UPL,Chemicals,40.91,1.01,0.9,0.96
Tata Chemicals,Chemicals,13.09,1.02,0.93,0.94
307. ICICI Prudential Moderate Fund,,,,,
ICICI Pru Corporate Bond Direct-G,-,-,-,-,36.83
ICICI Pru Savings Direct -G,-,-,-,-,36.67
ICICI Pru Short Term Direct-G,-,-,-,-,15.27
ICICI Pru Bluechip Direct-G,-,-,-,-,10.96
308. ICICI Prudential Multi Asset Fund,,,,,
NTPC,Energy,10.18,10.47,0,9.12
Bharti Airtel,Communication,0,9.18,2.33,7.28
ICICI Bank,Financial,54.6,7.59,3.29,6.92
ONGC,Energy,6.74,5.49,0,5.49
Vedanta,Metals,7.89,5.71,0,4.44
Hindalco Inds.,Metals,51.04,3.92,0,3.92
ITC,FMCG,24.06,5.48,0,3.38
State Bank of India,Financial,30.54,4.31,0.28,2.9
Indian Oil Corp.,Energy,9.68,2.74,0,2.74
Sun Pharmaceutical Inds.,Healthcare,31.92,3.1,0.3,2.63
Cipla,Healthcare,23.59,3.91,0.39,2.2
Great Eastern Shipping Co.,Services,26.93,3.27,0.97,1.14
Federal Bank,Financial,10.93,1.38,0,1.05
Tata Power,Energy,24.62,2.37,0.53,1.03
Tata Chemicals,Chemicals,13.09,5.1,0.2,0.85
TVS Motor Co.,Automobile,31,0.92,0,0.79
Oil India,Energy,7.15,0.79,0,0.65
HCL Technologies,Technology,14.98,2.78,0.44,0.58
Bank of Baroda,Financial,57.88,0.78,0,0.55
Apollo Tyres,Automobile,18.42,1.04,0,0.53
GMDC,Energy,38.61,1.19,0.52,0.52
Tech Mahindra,Technology,16.09,2.26,0,0.51
Motherson Sumi Systems,Automobile,22.61,0.56,0,0.5
Vodafone Idea,Communication,0,1.07,0,0.48
Gujarat Pipavav Port,Services,17.87,0.57,0,0.47
309. ICICI Prudential Multi Asset Fund - Institutional Plan,,,,,
NTPC,Energy,10.18,10.47,0,9.12
Bharti Airtel,Communication,0,9.18,2.33,7.28
ICICI Bank,Financial,54.6,7.59,3.29,6.92
ONGC,Energy,6.74,5.49,0,5.49
Vedanta,Metals,7.89,5.71,0,4.44
Hindalco Inds.,Metals,51.04,3.92,0,3.92
ITC,FMCG,24.06,5.48,0,3.38
State Bank of India,Financial,30.54,4.31,0.28,2.9
Indian Oil Corp.,Energy,9.68,2.74,0,2.74
Sun Pharmaceutical Inds.,Healthcare,31.92,3.1,0.3,2.63
Cipla,Healthcare,23.59,3.91,0.39,2.2
Great Eastern Shipping Co.,Services,26.93,3.27,0.97,1.14
Federal Bank,Financial,10.93,1.38,0,1.05
Tata Power,Energy,24.62,2.37,0.53,1.03
Tata Chemicals,Chemicals,13.09,5.1,0.2,0.85
TVS Motor Co.,Automobile,31,0.92,0,0.79
Oil India,Energy,7.15,0.79,0,0.65
HCL Technologies,Technology,14.98,2.78,0.44,0.58
Bank of Baroda,Financial,57.88,0.78,0,0.55
Apollo Tyres,Automobile,18.42,1.04,0,0.53
GMDC,Energy,38.61,1.19,0.52,0.52
Tech Mahindra,Technology,16.09,2.26,0,0.51
Motherson Sumi Systems,Automobile,22.61,0.56,0,0.5
Vodafone Idea,Communication,0,1.07,0,0.48
Gujarat Pipavav Port,Services,17.87,0.57,0,0.47
310. ICICI Prudential Multicap Fund,,,,,
ICICI Bank,Financial,54.6,6.22,0,6.22
NTPC,Energy,10.18,6.43,0,6.19
State Bank of India,Financial,30.54,6.57,0,4.55
Bharti Airtel,Communication,0,5.12,0,4.4
ITC,FMCG,24.06,7.21,0,4.34
ONGC,Energy,6.74,4.74,0,3.9
Axis Bank,Financial,45.35,4.88,0,3.9
Larsen & Toubro,Construction,21.91,4.32,0,3.12
Tata Chemicals,Chemicals,13.09,2.82,0,2.67
HDFC Bank,Financial,29.04,6.2,0,2.36
Vedanta,Metals,7.89,4.34,0,2.32
Cipla,Healthcare,23.59,5.21,0,2.15
Sun Pharmaceutical Inds.,Healthcare,31.92,6.83,0,2
Hindalco Inds.,Metals,51.04,2.99,0,1.84
TVS Motor Co.,Automobile,31,2.49,0,1.81
Indian Oil Corp.,Energy,9.68,3.22,0,1.78
SBI Life Insurance Company,Financial,80.59,1.83,0,1.73
Infosys,Technology,17.88,6.69,0,1.7
Motherson Sumi Systems,Automobile,22.61,4.51,0,1.58
Engineers India,Construction,16.86,3.26,0,1.53
HCL Technologies,Technology,14.98,3.18,0,1.49
Tech Mahindra,Technology,16.09,1.99,0,1.48
Federal Bank,Financial,10.93,1.47,0,1.47
Maruti Suzuki India,Automobile,32.29,5.18,0,1.39
Marico,FMCG,43.43,1.45,0,1.37
311. ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days - Plan A,,,,,
Infosys,Technology,17.88,3.35,2.17,3.29
ICICI Bank,Financial,54.6,2.41,1.76,2.38
HDFC Bank,Financial,29.04,3.57,2.13,2.34
State Bank of India,Financial,30.54,2.75,0.83,2.06
NTPC,Energy,10.18,2.02,0,1.93
Shree Cement,Construction,53.3,2.06,1.2,1.52
Larsen & Toubro,Construction,21.91,2.5,0.98,1.31
Cipla,Healthcare,23.59,2.44,1.17,1.17
Axis Bank,Financial,45.35,2.24,1.13,1.15
Ambuja Cements,Construction,15.77,2.95,1.08,1.08
ITC,FMCG,24.06,1.18,0,1
Asian Paints,Chemicals,65.48,0.85,0,0.85
Coal India,Energy,7.02,0.82,0,0.82
HCL Technologies,Technology,14.98,2.73,0.54,0.56
Hindustan Unilever,FMCG,70.25,1.49,0.49,0.56
Sun Pharmaceutical Inds.,Healthcare,31.92,1.23,0,0.52
312. ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days - Plan B,,,,,
ICICI Bank,Financial,54.6,3.46,2.3,2.7
Larsen & Toubro,Construction,21.91,4.56,1.72,1.89
Axis Bank,Financial,45.35,1.74,0.85,1.74
NTPC,Energy,10.18,1.74,0,1.67
Ambuja Cements,Construction,15.77,3.02,1.2,1.25
Cipla,Healthcare,23.59,2.63,1.25,1.25
ITC,FMCG,24.06,1.19,0,1
State Bank of India,Financial,30.54,1.29,0,0.96
Coal India,Energy,7.02,0.84,0,0.84
Power Grid Corporation,Energy,7.05,2.01,0,0.78
Asian Paints,Chemicals,65.48,0.58,0,0.58
HDFC Bank,Financial,29.04,0.57,0,0.57
Tata Consultancy Services,Technology,24.03,0.47,0,0.43
HCL Technologies,Technology,14.98,2.92,0.35,0.36
Kotak Mahindra Bank,Financial,37.49,0.52,0,0.12
313. ICICI Prudential Multiple Yield Fund - Series 11 - Plan A - 1427 Days,,,,,
HDFC Bank,Financial,29.04,2.8,1.93,2.14
ICICI Bank,Financial,54.6,2.06,0,2.06
Infosys,Technology,17.88,2.23,1.33,1.34
State Bank of India,Financial,30.54,2.48,1.16,1.23
